2.47,5.39,7.83,11.48,13.34
2.21,4.96,7.92,10.75,12.32
2.16,4.21,5.85,7.81,6.29
2.39,2.88,3.12,2.7,0.24
2.24,0.48,0.31,0.0,0.0
