1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0296515901548602,0.08895477046458045
1.6726717141140164,0.302382256374464
1.7012486573979573,0.35304997468554694
2.278149676517521,0.6371984836143305
2.871150846132899,0.6589955851485414
3.7063832318813894,0.6608780555770727
3.8899582751485027,1.0908381496967028
4.639470459869487,0.692934654489044
4.762563904440803,0.6009732523491118
4.521286846284086,1.3306259344244915
5.118892531620813,0.5273556115988962
5.202101077301051,0.5568070124685984
5.571499541553464,0.5601952100091303
5.244632938251946,1.5468343980338555
5.424839754522045,0.32041945845555786
5.529381188935388,0.5243552883872051
5.288160391032387,0.2723994776592658
5.670946243454912,0.5325829766970183
5.909848753727668,0.5981814244331749
5.669490374824279,0.3656163614367828
5.532288722411252,0.5042599895129329
