3.6,7.4,9.7,12.3,12.7
3.0,6.6,8.4,10.8,13.3
3.4,6.5,9.2,10.8,10.8
3.4,4.6,5.9,5.3,1.5
2.5,1.5,1.2,0.0,0.0
