3.23,7.12,9.8,12.15,12.99
3.27,6.79,9.44,11.84,13.24
3.36,6.45,8.97,10.79,11.26
3.35,4.25,5.46,5.58,1.48
2.99,1.84,1.39,0.09,0.0
