2.9,6.3,7.7,12.0,13.9
3.7,5.1,8.2,11.9,13.4
2.5,5.1,7.3,10.8,10.1
2.8,3.5,5.0,3.6,1.1
3.2,1.7,1.0,0.0,0.0
