9.590373413249639878e-01
8.499775316536283265e-01
7.643111741212916810e-01
6.835025203038834762e-01
6.159745052073591909e-01
5.489569607437068122e-01
4.986193000674267184e-01
4.330896548318313721e-01
3.810217912578772181e-01
3.477587997572733070e-01
