2.3,5.2,4.8,10.9,12.4
2.0,4.2,5.0,8.5,11.3
2.1,2.5,3.2,5.3,3.1
1.3,1.6,1.2,1.6,0.0
1.2,0.0,0.0,0.0,0.0
