2.05,4.34,6.5,9.94,12.62
2.1,3.59,5.95,8.78,11.0
1.53,2.78,3.84,4.72,3.16
1.72,1.56,1.74,1.46,0.0
1.3,0.04,0.0,0.0,0.0
